"claveciudad","nombreciudad","ano","mes","especificacion","preciopromedio","cantidad","unidad"
16,"Veracruz, Ver.","2,012",4,"POZOLERO, S/CABEZA, A GRANEL",28,"1",KG
16,"Veracruz, Ver.","2,012",4,"PALOMERO, 1 KG, A GRANEL",14,"1",KG
17,"Villahermosa, Tab.","2,012",4,"POZOLERO, BLANCO, A GRANEL",6.9,"1",KG
20,"Hermosillo, Son.","2,012",4,"PALOMERO, A GRANEL",22.5,"1",KG
22,"Córdoba, Ver.","2,012",4,"PALOMERO, A GRANEL",17,"1",KG
23,"Aguascalientes, Ags.","2,012",4,"PALOMERO, A GRANEL",20,"1",KG
23,"Aguascalientes, Ags.","2,012",4,"POZOLERO, COLORADO, A GRANEL",18,"1",KG
24,"Tijuana, B.C.","2,012",4,"POZOLERO, A GRANEL",24,"1",KG
24,"Tijuana, B.C.","2,012",4,"PALOMERO, A GRANEL",19,"1",KG
26,"Colima, Col.","2,012",4,"POZOLERO, GRANDE, A GRANEL",18.55,"1",KG
26,"Colima, Col.","2,012",4,"POZOLERO, GRANDE, A GRANEL",17.5,"1",KG
31,"Iguala, Gro.","2,012",4,"POZOLERO, A GRANEL",16,"1",KG
34,"Cortazar, Gto.","2,012",4,"POZOLERO, A GRANEL",24,"1",KG
37,"Tepic, Nay.","2,012",4,"POZOLERO, EXTRA, A GRANEL",20,"1",KG
37,"Tepic, Nay.","2,012",4,"POZOLERO, A GRANEL",16,"1",KG
38,"Oaxaca, Oax.","2,012",4,"POZOLERO, S/CABEZA, A GRANEL",15.72,"1",KG
38,"Oaxaca, Oax.","2,012",4,"PALOMERO, A GRANEL",13.73,"1",KG
39,"Querétaro, Qro.","2,012",4,"PALOMERO, A GRANEL",14.2,"1",KG
39,"Querétaro, Qro.","2,012",4,"PALOMERO, A GRANEL",16,"1",KG
41,"Tlaxcala, Tlax.","2,012",4,"PALOMERO, A GRANEL",13.5,"1",KG
1,Área Met. de la Cd. de México,"2,012",3,"POZOLERO, S/CABEZA, A GRANEL",32,"1",KG
1,Área Met. de la Cd. de México,"2,012",3,"PALOMERO, A GRANEL",15,"1",KG
1,Área Met. de la Cd. de México,"2,012",3,"PALOMERO, A GRANEL",20,"1",KG
1,Área Met. de la Cd. de México,"2,012",3,"PALOMERO, A GRANEL",18.5,"1",KG
1,Área Met. de la Cd. de México,"2,012",3,"PALOMERO, A GRANEL",15,"1",KG
1,Área Met. de la Cd. de México,"2,012",3,"POZOLERO, S/CABEZA, A GRANEL",28,"1",KG
1,Área Met. de la Cd. de México,"2,012",3,"PALOMERO, A GRANEL",20,"1",KG
1,Área Met. de la Cd. de México,"2,012",3,"POZOLERO, S/CABEZA, A GRANEL",25,"1",KG
3,"Morelia, Mich.","2,012",3,"POZOLERO, S/CABEZA, A GRANEL",30,"1",KG
3,"Morelia, Mich.","2,012",3,"PALOMERO, A GRANEL",13.75,"1",KG
4,"Guadalajara, Jal.","2,012",3,"POZOLERO, A GRANEL",19.5,"1",KG
5,"Monterrey, N.L.","2,012",3,"POZOLERO, BLANCO, A GRANEL",8.5,"1",KG
6,"Mexicali, B.C.","2,012",3,"PALOMERO,  A GRANEL",8.5,"1",KG
7,"Cd. Juárez, Chih.","2,012",3,"POZOLERO, BLANCO, A GRANEL",9,"1",KG
10,"León, Gto.","2,012",3,"POZOLERO, A GRANEL",17.5,"1",KG
11,"Puebla, Pue.","2,012",3,"PALOMERO, A GRANEL",20,"1",KG
11,"Puebla, Pue.","2,012",3,"POZOLERO, S/CABEZA, A GRANEL",24,"1",KG
12,"San Luis Potosí, S.L.P.","2,012",3,"PALOMERO, A GRANEL",21.3,"1",KG
13,"Tapachula, Chis.","2,012",3,"PALOMERO, A GRANEL",14,"1",KG
14,"Toluca, Edo. de Méx.","2,012",3,"PALOMERO, A GRANEL",16.5,"1",KG
14,"Toluca, Edo. de Méx.","2,012",3,"PALOMERO, A GRANEL",14,"1",KG
15,"Torreón, Coah.","2,012",3,"POZOLERO, BLANCO, A GRANEL",9,"1",KG
16,"Veracruz, Ver.","2,012",3,"POZOLERO, S/CABEZA, A GRANEL",28,"1",KG
16,"Veracruz, Ver.","2,012",3,"PALOMERO, 1 KG, A GRANEL",13.75,"1",KG
17,"Villahermosa, Tab.","2,012",3,"POZOLERO, BLANCO, A GRANEL",7,"1",KG
20,"Hermosillo, Son.","2,012",3,"PALOMERO, A GRANEL",22.6,"1",KG
22,"Córdoba, Ver.","2,012",3,"PALOMERO, A GRANEL",15.5,"1",KG
23,"Aguascalientes, Ags.","2,012",3,"PALOMERO, A GRANEL",20,"1",KG
23,"Aguascalientes, Ags.","2,012",3,"POZOLERO, COLORADO, A GRANEL",18,"1",KG
24,"Tijuana, B.C.","2,012",3,"POZOLERO, A GRANEL",24,"1",KG
24,"Tijuana, B.C.","2,012",3,"PALOMERO, A GRANEL",19,"1",KG
26,"Colima, Col.","2,012",3,"POZOLERO, GRANDE, A GRANEL",17.5,"1",KG
26,"Colima, Col.","2,012",3,"POZOLERO, GRANDE, A GRANEL",17.5,"1",KG
31,"Iguala, Gro.","2,012",3,"POZOLERO, A GRANEL",16,"1",KG
34,"Cortazar, Gto.","2,012",3,"POZOLERO, A GRANEL",21,"1",KG
37,"Tepic, Nay.","2,012",3,"POZOLERO, EXTRA, A GRANEL",20,"1",KG
37,"Tepic, Nay.","2,012",3,"POZOLERO, A GRANEL",16,"1",KG
38,"Oaxaca, Oax.","2,012",3,"POZOLERO, S/CABEZA, A GRANEL",16,"1",KG
39,"Querétaro, Qro.","2,012",3,"PALOMERO, A GRANEL",12.55,"1",KG
39,"Querétaro, Qro.","2,012",3,"PALOMERO, A GRANEL",16,"1",KG
41,"Tlaxcala, Tlax.","2,012",3,"PALOMERO, A GRANEL",13.5,"1",KG
1,Área Met. de la Cd. de México,"2,012",2,"POZOLERO, S/CABEZA, A GRANEL",32,"1",KG
1,Área Met. de la Cd. de México,"2,012",2,"PALOMERO, A GRANEL",15,"1",KG
1,Área Met. de la Cd. de México,"2,012",2,"PALOMERO, A GRANEL",25,"1",KG
1,Área Met. de la Cd. de México,"2,012",2,"PALOMERO, A GRANEL",18,"1",KG
1,Área Met. de la Cd. de México,"2,012",2,"PALOMERO, A GRANEL",17.5,"1",KG
1,Área Met. de la Cd. de México,"2,012",2,"POZOLERO, S/CABEZA, A GRANEL",27,"1",KG
1,Área Met. de la Cd. de México,"2,012",2,"PALOMERO, A GRANEL",20,"1",KG
1,Área Met. de la Cd. de México,"2,012",2,"POZOLERO, S/CABEZA, A GRANEL",25,"1",KG
3,"Morelia, Mich.","2,012",2,"POZOLERO, S/CABEZA, A GRANEL",30,"1",KG
3,"Morelia, Mich.","2,012",2,"PALOMERO, A GRANEL",12.63,"1",KG
4,"Guadalajara, Jal.","2,012",2,"POZOLERO, A GRANEL",20.87,"1",KG
5,"Monterrey, N.L.","2,012",2,"POZOLERO, BLANCO, A GRANEL",8.5,"1",KG
6,"Mexicali, B.C.","2,012",2,"PALOMERO,  A GRANEL",8.5,"1",KG
7,"Cd. Juárez, Chih.","2,012",2,"POZOLERO, BLANCO, A GRANEL",9,"1",KG
10,"León, Gto.","2,012",2,"POZOLERO, A GRANEL",20,"1",KG
11,"Puebla, Pue.","2,012",2,"PALOMERO, A GRANEL",20,"1",KG
11,"Puebla, Pue.","2,012",2,"POZOLERO, S/CABEZA, A GRANEL",24.5,"1",KG
12,"San Luis Potosí, S.L.P.","2,012",2,"PALOMERO, A GRANEL",17.58,"1",KG
13,"Tapachula, Chis.","2,012",2,"PALOMERO, A GRANEL",14,"1",KG
14,"Toluca, Edo. de Méx.","2,012",2,"PALOMERO, A GRANEL",16.5,"1",KG
14,"Toluca, Edo. de Méx.","2,012",2,"PALOMERO, A GRANEL",14,"1",KG
15,"Torreón, Coah.","2,012",2,"POZOLERO, BLANCO, A GRANEL",9,"1",KG
16,"Veracruz, Ver.","2,012",2,"POZOLERO, S/CABEZA, A GRANEL",28,"1",KG
16,"Veracruz, Ver.","2,012",2,"PALOMERO, 1 KG, A GRANEL",13.5,"1",KG
17,"Villahermosa, Tab.","2,012",2,"POZOLERO, BLANCO, A GRANEL",7,"1",KG
20,"Hermosillo, Son.","2,012",2,"PALOMERO, A GRANEL",22.65,"1",KG
22,"Córdoba, Ver.","2,012",2,"PALOMERO, A GRANEL",15,"1",KG
23,"Aguascalientes, Ags.","2,012",2,"PALOMERO, A GRANEL",20,"1",KG
23,"Aguascalientes, Ags.","2,012",2,"POZOLERO, COLORADO, A GRANEL",18.5,"1",KG
24,"Tijuana, B.C.","2,012",2,"PALOMERO, A GRANEL",17,"1",KG
24,"Tijuana, B.C.","2,012",2,"POZOLERO, A GRANEL",24,"1",KG
26,"Colima, Col.","2,012",2,"POZOLERO, GRANDE, A GRANEL",16.91,"1",KG
26,"Colima, Col.","2,012",2,"POZOLERO, GRANDE, A GRANEL",18.15,"1",KG
31,"Iguala, Gro.","2,012",2,"POZOLERO, A GRANEL",17,"1",KG
34,"Cortazar, Gto.","2,012",2,"POZOLERO, A GRANEL",21,"1",KG
37,"Tepic, Nay.","2,012",2,"POZOLERO, EXTRA, A GRANEL",20,"1",KG
37,"Tepic, Nay.","2,012",2,"POZOLERO, A GRANEL",16,"1",KG
38,"Oaxaca, Oax.","2,012",2,"POZOLERO, S/CABEZA, A GRANEL",27,"1",KG
39,"Querétaro, Qro.","2,012",2,"PALOMERO, A GRANEL",11.61,"1",KG
39,"Querétaro, Qro.","2,012",2,"PALOMERO, A GRANEL",16.25,"1",KG
41,"Tlaxcala, Tlax.","2,012",2,"PALOMERO, A GRANEL",13,"1",KG
1,Área Met. de la Cd. de México,"2,012",1,"POZOLERO, S/CABEZA, A GRANEL",32.75,"1",KG
1,Área Met. de la Cd. de México,"2,012",1,"PALOMERO, A GRANEL",15,"1",KG
1,Área Met. de la Cd. de México,"2,012",1,"PALOMERO, A GRANEL",24.5,"1",KG
1,Área Met. de la Cd. de México,"2,012",1,"PALOMERO, A GRANEL",18,"1",KG
1,Área Met. de la Cd. de México,"2,012",1,"PALOMERO, A GRANEL",15.75,"1",KG
1,Área Met. de la Cd. de México,"2,012",1,"POZOLERO, S/CABEZA, A GRANEL",27,"1",KG
1,Área Met. de la Cd. de México,"2,012",1,"PALOMERO, A GRANEL",20,"1",KG
1,Área Met. de la Cd. de México,"2,012",1,"POZOLERO, S/CABEZA, A GRANEL",25,"1",KG
3,"Morelia, Mich.","2,012",1,"POZOLERO, S/CABEZA, A GRANEL",30,"1",KG
3,"Morelia, Mich.","2,012",1,"PALOMERO, A GRANEL",10,"1",KG
4,"Guadalajara, Jal.","2,012",1,"POZOLERO, A GRANEL",19.2,"1",KG
5,"Monterrey, N.L.","2,012",1,"POZOLERO, BLANCO, A GRANEL",8.38,"1",KG
6,"Mexicali, B.C.","2,012",1,"PALOMERO,  A GRANEL",8.5,"1",KG
7,"Cd. Juárez, Chih.","2,012",1,"POZOLERO, BLANCO, A GRANEL",8.63,"1",KG
10,"León, Gto.","2,012",1,"POZOLERO, A GRANEL",22,"1",KG
11,"Puebla, Pue.","2,012",1,"PALOMERO, A GRANEL",20,"1",KG
11,"Puebla, Pue.","2,012",1,"POZOLERO, S/CABEZA, A GRANEL",24,"1",KG
12,"San Luis Potosí, S.L.P.","2,012",1,"PALOMERO, A GRANEL",17.05,"1",KG
13,"Tapachula, Chis.","2,012",1,"PALOMERO, A GRANEL",14,"1",KG
14,"Toluca, Edo. de Méx.","2,012",1,"PALOMERO, A GRANEL",16.5,"1",KG
14,"Toluca, Edo. de Méx.","2,012",1,"PALOMERO, A GRANEL",14,"1",KG
15,"Torreón, Coah.","2,012",1,"POZOLERO, BLANCO, A GRANEL",8.75,"1",KG
16,"Veracruz, Ver.","2,012",1,"POZOLERO, S/CABEZA, A GRANEL",27.25,"1",KG
16,"Veracruz, Ver.","2,012",1,"PALOMERO, 1 KG, A GRANEL",13.5,"1",KG
17,"Villahermosa, Tab.","2,012",1,"POZOLERO, BLANCO, A GRANEL",7,"1",KG
20,"Hermosillo, Son.","2,012",1,"PALOMERO, A GRANEL",16.54,"1",KG
22,"Córdoba, Ver.","2,012",1,"PALOMERO, A GRANEL",15,"1",KG
23,"Aguascalientes, Ags.","2,012",1,"PALOMERO, A GRANEL",16.59,"1",KG
23,"Aguascalientes, Ags.","2,012",1,"POZOLERO, COLORADO, A GRANEL",19,"1",KG
24,"Tijuana, B.C.","2,012",1,"POZOLERO, A GRANEL",28.5,"1",KG
24,"Tijuana, B.C.","2,012",1,"PALOMERO, A GRANEL",16,"1",KG
26,"Colima, Col.","2,012",1,"POZOLERO, GRANDE, A GRANEL",18.13,"1",KG
26,"Colima, Col.","2,012",1,"POZOLERO, GRANDE, A GRANEL",18.8,"1",KG
31,"Iguala, Gro.","2,012",1,"POZOLERO, A GRANEL",18,"1",KG
34,"Cortazar, Gto.","2,012",1,"POZOLERO, A GRANEL",20,"1",KG
37,"Tepic, Nay.","2,012",1,"POZOLERO, EXTRA, A GRANEL",21.5,"1",KG
37,"Tepic, Nay.","2,012",1,"POZOLERO, A GRANEL",16.5,"1",KG
38,"Oaxaca, Oax.","2,012",1,"POZOLERO, S/CABEZA, A GRANEL",27.75,"1",KG
39,"Querétaro, Qro.","2,012",1,"PALOMERO, A GRANEL",11.95,"1",KG
39,"Querétaro, Qro.","2,012",1,"PALOMERO, A GRANEL",17,"1",KG
41,"Tlaxcala, Tlax.","2,012",1,"PALOMERO, A GRANEL",12.5,"1",KG
1,Área Met. de la Cd. de México,"2,011",12,"POZOLERO, S/CABEZA, A GRANEL",35,"1",KG
1,Área Met. de la Cd. de México,"2,011",12,"PALOMERO, A GRANEL",15,"1",KG
1,Área Met. de la Cd. de México,"2,011",12,"PALOMERO, A GRANEL",20,"1",KG
1,Área Met. de la Cd. de México,"2,011",12,"PALOMERO, A GRANEL",18,"1",KG
1,Área Met. de la Cd. de México,"2,011",12,"PALOMERO, A GRANEL",15.75,"1",KG
1,Área Met. de la Cd. de México,"2,011",12,"POZOLERO, S/CABEZA, A GRANEL",27,"1",KG
1,Área Met. de la Cd. de México,"2,011",12,"PALOMERO, A GRANEL",20,"1",KG
1,Área Met. de la Cd. de México,"2,011",12,"POZOLERO, S/CABEZA, A GRANEL",25,"1",KG
3,"Morelia, Mich.","2,011",12,"POZOLERO, S/CABEZA, A GRANEL",30,"1",KG
3,"Morelia, Mich.","2,011",12,"PALOMERO, A GRANEL",10,"1",KG
4,"Guadalajara, Jal.","2,011",12,"POZOLERO, A GRANEL",18.75,"1",KG
5,"Monterrey, N.L.","2,011",12,"POZOLERO, BLANCO, A GRANEL",8,"1",KG
6,"Mexicali, B.C.","2,011",12,"PALOMERO,  A GRANEL",8.5,"1",KG
7,"Cd. Juárez, Chih.","2,011",12,"POZOLERO, BLANCO, A GRANEL",8.25,"1",KG
10,"León, Gto.","2,011",12,"POZOLERO, A GRANEL",22.22,"1",KG
11,"Puebla, Pue.","2,011",12,"PALOMERO, A GRANEL",20,"1",KG
11,"Puebla, Pue.","2,011",12,"POZOLERO, S/CABEZA, A GRANEL",24,"1",KG
12,"San Luis Potosí, S.L.P.","2,011",12,"PALOMERO, A GRANEL",17.74,"1",KG
13,"Tapachula, Chis.","2,011",12,"PALOMERO, A GRANEL",14,"1",KG
14,"Toluca, Edo. de Méx.","2,011",12,"PALOMERO, A GRANEL",16.5,"1",KG
14,"Toluca, Edo. de Méx.","2,011",12,"PALOMERO, A GRANEL",14,"1",KG
15,"Torreón, Coah.","2,011",12,"POZOLERO, BLANCO, A GRANEL",8.13,"1",KG
16,"Veracruz, Ver.","2,011",12,"POZOLERO, S/CABEZA, A GRANEL",22.58,"1",KG
16,"Veracruz, Ver.","2,011",12,"PALOMERO, 1 KG, A GRANEL",12.25,"1",KG
17,"Villahermosa, Tab.","2,011",12,"POZOLERO, BLANCO, A GRANEL",7,"1",KG
20,"Hermosillo, Son.","2,011",12,"PALOMERO, A GRANEL",17.4,"1",KG
22,"Córdoba, Ver.","2,011",12,"PALOMERO, A GRANEL",15,"1",KG
23,"Aguascalientes, Ags.","2,011",12,"PALOMERO, A GRANEL",14,"1",KG
23,"Aguascalientes, Ags.","2,011",12,"POZOLERO, COLORADO, A GRANEL",19,"1",KG
24,"Tijuana, B.C.","2,011",12,"POZOLERO, A GRANEL",28.5,"1",KG
24,"Tijuana, B.C.","2,011",12,"PALOMERO, A GRANEL",16,"1",KG
26,"Colima, Col.","2,011",12,"POZOLERO, GRANDE, A GRANEL",19.75,"1",KG
26,"Colima, Col.","2,011",12,"POZOLERO, GRANDE, A GRANEL",18.8,"1",KG
31,"Iguala, Gro.","2,011",12,"POZOLERO, A GRANEL",17,"1",KG
34,"Cortazar, Gto.","2,011",12,"POZOLERO, A GRANEL",26,"1",KG
37,"Tepic, Nay.","2,011",12,"POZOLERO, EXTRA, A GRANEL",21.5,"1",KG
37,"Tepic, Nay.","2,011",12,"POZOLERO, A GRANEL",17,"1",KG
38,"Oaxaca, Oax.","2,011",12,"POZOLERO, S/CABEZA, A GRANEL",27.5,"1",KG
39,"Querétaro, Qro.","2,011",12,"PALOMERO, A GRANEL",11.95,"1",KG
39,"Querétaro, Qro.","2,011",12,"PALOMERO, A GRANEL",16.25,"1",KG
41,"Tlaxcala, Tlax.","2,011",12,"PALOMERO, A GRANEL",11.88,"1",KG
1,Área Met. de la Cd. de México,"2,011",11,"POZOLERO, S/CABEZA, A GRANEL",31.75,"1",KG
1,Área Met. de la Cd. de México,"2,011",11,"PALOMERO, A GRANEL",15,"1",KG
1,Área Met. de la Cd. de México,"2,011",11,"PALOMERO, A GRANEL",20,"1",KG
1,Área Met. de la Cd. de México,"2,011",11,"PALOMERO, A GRANEL",18,"1",KG
1,Área Met. de la Cd. de México,"2,011",11,"PALOMERO, A GRANEL",16.5,"1",KG
1,Área Met. de la Cd. de México,"2,011",11,"POZOLERO, S/CABEZA, A GRANEL",26.5,"1",KG
1,Área Met. de la Cd. de México,"2,011",11,"PALOMERO, A GRANEL",20,"1",KG
1,Área Met. de la Cd. de México,"2,011",11,"POZOLERO, S/CABEZA, A GRANEL",25,"1",KG
3,"Morelia, Mich.","2,011",11,"POZOLERO, S/CABEZA, A GRANEL",30,"1",KG
3,"Morelia, Mich.","2,011",11,"PALOMERO, A GRANEL",10,"1",KG
4,"Guadalajara, Jal.","2,011",11,"POZOLERO, A GRANEL",18.75,"1",KG
5,"Monterrey, N.L.","2,011",11,"POZOLERO, BLANCO, A GRANEL",8,"1",KG
6,"Mexicali, B.C.","2,011",11,"PALOMERO,  A GRANEL",8.5,"1",KG
7,"Cd. Juárez, Chih.","2,011",11,"POZOLERO, BLANCO, A GRANEL",8,"1",KG
10,"León, Gto.","2,011",11,"POZOLERO, A GRANEL",22.67,"1",KG
11,"Puebla, Pue.","2,011",11,"PALOMERO, A GRANEL",20,"1",KG
11,"Puebla, Pue.","2,011",11,"POZOLERO, S/CABEZA, A GRANEL",24,"1",KG
12,"San Luis Potosí, S.L.P.","2,011",11,"PALOMERO, A GRANEL",16.9,"1",KG
13,"Tapachula, Chis.","2,011",11,"PALOMERO, A GRANEL",14,"1",KG
14,"Toluca, Edo. de Méx.","2,011",11,"PALOMERO, A GRANEL",16.25,"1",KG
14,"Toluca, Edo. de Méx.","2,011",11,"PALOMERO, A GRANEL",14,"1",KG
15,"Torreón, Coah.","2,011",11,"POZOLERO, BLANCO, A GRANEL",8,"1",KG
16,"Veracruz, Ver.","2,011",11,"POZOLERO, S/CABEZA, A GRANEL",18.5,"1",KG
16,"Veracruz, Ver.","2,011",11,"PALOMERO, 1 KG, A GRANEL",12.75,"1",KG
17,"Villahermosa, Tab.","2,011",11,"POZOLERO, BLANCO, A GRANEL",7,"1",KG
20,"Hermosillo, Son.","2,011",11,"PALOMERO, A GRANEL",17.4,"1",KG
22,"Córdoba, Ver.","2,011",11,"PALOMERO, A GRANEL",13.5,"1",KG
23,"Aguascalientes, Ags.","2,011",11,"PALOMERO, A GRANEL",14,"1",KG
23,"Aguascalientes, Ags.","2,011",11,"POZOLERO, COLORADO, A GRANEL",19,"1",KG
24,"Tijuana, B.C.","2,011",11,"POZOLERO, A GRANEL",27,"1",KG
24,"Tijuana, B.C.","2,011",11,"PALOMERO, A GRANEL",14,"1",KG
26,"Colima, Col.","2,011",11,"POZOLERO, GRANDE, A GRANEL",19,"1",KG
26,"Colima, Col.","2,011",11,"POZOLERO, GRANDE, A GRANEL",18.75,"1",KG
31,"Iguala, Gro.","2,011",11,"POZOLERO, A GRANEL",16,"1",KG
34,"Cortazar, Gto.","2,011",11,"POZOLERO, A GRANEL",28,"1",KG
37,"Tepic, Nay.","2,011",11,"POZOLERO, EXTRA, A GRANEL",20,"1",KG
37,"Tepic, Nay.","2,011",11,"POZOLERO, A GRANEL",15,"1",KG
38,"Oaxaca, Oax.","2,011",11,"POZOLERO, S/CABEZA, A GRANEL",27.5,"1",KG
39,"Querétaro, Qro.","2,011",11,"POZOLERO, S/CABEZA, A GRANEL",18.7,"1",KG
39,"Querétaro, Qro.","2,011",11,"PALOMERO, A GRANEL",11.89,"1",KG
39,"Querétaro, Qro.","2,011",11,"PALOMERO, A GRANEL",16.75,"1",KG
41,"Tlaxcala, Tlax.","2,011",11,"PALOMERO, A GRANEL",11.5,"1",KG
